# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_changes	adjusted_p_values	gene_length	chromosome
ENSG0000000451	-2.243525604636276	0.9653	1496	Chr22
ENSG0000000452	2.9100785214960605	0.2213	49201	Chr11
ENSG0000000453	2.744723906273447	0.8531	28610	Chr6
ENSG0000000454	1.9385071916374632	0.8032	1029	Chr20
ENSG0000000455	-2.821725362467617	0.1845	24036	Chr7
ENSG0000000456	3.3546958440946812	0.9276	37203	Chr3
ENSG0000000457	-1.8313948599153975	0.9835	1875	Chr8
ENSG0000000458	2.0574230737934487	0.6151	58725	Chr10
ENSG0000000459	-0.27515678257996706	0.1758	908	Chr9
ENSG0000000460	-2.743818674759368	0.4856	47623	Chr16
ENSG0000000461	-7.165126854727294	0.0589	9735	Chr8
ENSG0000000462	-4.311822508526504	0.623	49516	Chr11
ENSG0000000463	-2.6755125319879047	0.6255	45292	Chr7
ENSG0000000464	-4.299599553209521	0.8553	35920	Chr15
ENSG0000000465	-2.9676159262109145	0.6988	97332	Chr6
ENSG0000000466	3.822809439573978	0.3794	51490	Chr4
ENSG0000000467	-3.7820935319240374	0.7441	36538	Chr11
ENSG0000000468	-1.6039181368526778	0.9047	13212	Chr16
ENSG0000000469	-7.6182075261193365	0.0846	72031	Chr11
ENSG0000000470	6.55059939532747	0.1087	72072	Chr12
ENSG0000000471	-1.501714606823944	0.7516	73881	Chr4
ENSG0000000472	-0.12530457717927118	0.1462	55328	Chr5
ENSG0000000473	1.9820349809303985	0.61	32107	Chr12
ENSG0000000474	4.477753247102724	0.4432	36743	Chr18
ENSG0000000475	4.712227149343714	0.3791	14008	Chr6
ENSG0000000476	0.8532491395357654	0.3514	16410	Chr15
ENSG0000000477	6.635824255991026	0.096	12317	Chr10
ENSG0000000478	-6.034443648730238	0.7329	23244	Chr22
ENSG0000000479	-2.6418593233658254	0.5282	32219	Chr17
ENSG0000000480	-0.6245808698581	0.6834	58587	Chr23
ENSG0000000481	8.926563309789742	0.7504	78488	Chr7
ENSG0000000482	1.5980606171839538	0.9942	20704	Chr11
ENSG0000000483	11.85246732847028	0.2874	14444	Chr23
ENSG0000000484	-0.21050809454421823	0.5803	15530	Chr6
ENSG0000000485	-6.169677185259397	0.4638	56605	Chr4
ENSG0000000486	5.638021003164204	0.0786	10396	Chr20
ENSG0000000487	1.0992638677528757	0.0565	22337	Chr23
ENSG0000000488	0.3581025545370855	0.433	84327	Chr14
ENSG0000000489	1.3170361266412403	0.9901	29811	Chr11
ENSG0000000490	-7.2243615172331985	0.1662	67349	Chr1
ENSG0000000491	3.7799138557929215	0.0606	20105	Chr13
ENSG0000000492	-1.2975920305862363	0.4804	28838	Chr7
ENSG0000000493	2.6253918872371367	0.6964	74291	Chr23
ENSG0000000494	3.8530129386046807	0.8216	8302	Chr4
ENSG0000000495	0.7858737705977564	0.5903	75830	Chr4
ENSG0000000496	5.706499928343013	0.6039	69619	Chr16
ENSG0000000497	2.481719369072846	0.5973	52975	Chr17
ENSG0000000498	-0.4159890698964888	0.6529	33160	Chr12
ENSG0000000499	0.18721125070460903	0.2862	83048	Chr7
ENSG0000000500	-5.812098514369354	0.1027	19835	Chr7
ENSG0000000501	-2.586065064742939	0.3504	18637	Chr15
ENSG0000000502	-4.6394904172381795	0.4475	36353	Chr18
ENSG0000000503	2.5927794911997677	0.3959	71145	Chr11
ENSG0000000504	-1.2422699324524396	0.7119	73289	Chr8
ENSG0000000505	3.7085922986564195	0.7227	1128	Chr6
ENSG0000000506	6.954990979273896	0.863	51173	Chr1
ENSG0000000507	3.8809779819626593	0.0308	4493	Chr11
ENSG0000000508	4.332631921523512	0.4047	44487	Chr9
ENSG0000000509	-10.349444553957554	0.752	1494	Chr18
ENSG0000000510	-0.6344499879421288	0.1618	43341	Chr22
ENSG0000000511	6.412380519148474	0.7926	72426	Chr19
ENSG0000000512	-3.4724889166567774	0.1105	11917	Chr14
ENSG0000000513	2.5213142086186195	0.338	42848	Chr17
ENSG0000000514	0.48793537545307436	0.4932	36790	Chr1
ENSG0000000515	-9.29012766284655	0.5488	63410	Chr21
ENSG0000000516	0.14938685406389676	0.2852	30753	Chr5
ENSG0000000517	2.43858121751326	0.7296	42104	Chr2
ENSG0000000518	1.5409717094536441	0.1822	104118	Chr16
ENSG0000000519	3.84920857617149	0.266	44401	Chr20
ENSG0000000520	-1.1166560100391782	0.3043	15414	Chr1
ENSG0000000521	9.151789502686979	0.1032	71820	Chr9
ENSG0000000522	2.0797032419571275	0.5376	84757	Chr7
ENSG0000000523	-4.139953405906203	0.7298	76061	Chr11
ENSG0000000524	-0.6179448894301041	0.7912	28120	Chr6
ENSG0000000525	2.91243602605676	0.4186	70407	Chr12
ENSG0000000526	1.0621870288813449	0.201	27258	Chr15
ENSG0000000527	4.162102366297753	0.5485	31044	Chr10
ENSG0000000528	-3.107913005745171	0.4557	15174	Chr23
ENSG0000000529	-1.1359406995241041	0.048	6876	Chr19
ENSG0000000530	-2.629425706595252	0.8482	23033	Chr5
ENSG0000000531	-1.5345073633379136	0.1834	26741	Chr3
ENSG0000000532	-6.362547092277534	0.1777	93402	Chr2
ENSG0000000533	1.1547094339687876	0.2439	28718	Chr8
ENSG0000000534	-0.34256725621379747	0.6665	83427	Chr18
ENSG0000000535	-6.846222467699871	0.6887	91962	Chr1
ENSG0000000536	-5.976927385871625	0.1749	7175	Chr13
ENSG0000000537	0.4384348851977077	0.6814	10870	Chr12
ENSG0000000538	2.5643242510652997	0.7556	29268	Chr6
ENSG0000000539	-0.15202892217573105	0.27	99717	Chr13
ENSG0000000540	-0.8393896897249865	0.1609	134214	Chr10
ENSG0000000541	-8.236455187849222	0.8049	34090	Chr18
ENSG0000000542	11.228861257809235	0.3452	13476	Chr2
ENSG0000000543	2.9891966139037667	0.0825	61232	Chr4
ENSG0000000544	5.83040458039901	0.6486	13316	Chr20
ENSG0000000545	-1.307359743390568	0.6245	45026	Chr2
ENSG0000000546	6.71751663263211	0.2608	9836	Chr20
ENSG0000000547	1.7766021043696798	0.986	70675	Chr23
ENSG0000000548	1.3907768642229774	0.8615	48698	Chr2
ENSG0000000549	10.508679648760133	0.036	42539	Chr18
ENSG0000000550	-4.912626406325044	0.4288	1253	Chr6
ENSG0000000551	-5.0143613786501735	0.0209	27850	Chr7
ENSG0000000552	6.220449075174637	0.5389	99185	Chr15
ENSG0000000553	-11.941547968102952	0.6395	10958	Chr6
ENSG0000000554	3.860144702068723	0.1898	68930	Chr8
ENSG0000000555	3.218222026059045	0.2677	7054	Chr7
ENSG0000000556	-1.7694868084643465	0.3263	10904	Chr3
ENSG0000000557	9.831917463507347	0.1012	22495	Chr14
ENSG0000000558	-6.585386636057301	0.1619	90037	Chr11
ENSG0000000559	7.668846011190658	0.8602	67849	Chr2
ENSG0000000560	-0.8043768062698909	0.563	9168	Chr17
ENSG0000000561	-0.14579757520555608	0.2921	68405	Chr1
ENSG0000000562	-4.364161824228727	0.3125	103949	Chr6
ENSG0000000563	-0.6314146011202788	0.817	7893	Chr10
ENSG0000000564	-1.919672465434446	0.3309	82009	Chr20
ENSG0000000565	0.07689913317275911	0.4398	38212	Chr11
ENSG0000000566	-1.2183197190285242	0.8802	34425	Chr21
ENSG0000000567	7.404987251959189	0.5184	3479	Chr14
ENSG0000000568	-0.1895096734971767	0.4809	17663	Chr6
ENSG0000000569	-4.530252537484744	0.1192	38874	Chr2
ENSG0000000570	2.3649525104323006	0.3252	19077	Chr6
ENSG0000000571	-10.528389168828573	0.0944	89283	Chr21
ENSG0000000572	2.111075927506757	0.5922	11990	Chr14
ENSG0000000573	-6.586318466017253	0.1872	11332	Chr12
ENSG0000000574	2.613717670355386	0.3188	20574	Chr6
ENSG0000000575	7.428226458824474	0.7862	40943	Chr14
ENSG0000000576	4.712257002618808	0.7987	21198	Chr23
ENSG0000000577	-1.7886731017659596	0.6777	108727	Chr12
ENSG0000000578	2.0312784221271682	0.366	69007	Chr8
ENSG0000000579	1.5105692398618384	0.8298	920	Chr15
ENSG0000000580	-1.2829616834846154	0.2276	7046	Chr3
ENSG0000000581	1.898769902913526	0.9539	47368	Chr16
ENSG0000000582	-2.200846352804951	0.0493	21066	Chr3
ENSG0000000583	-3.4419823607497757	0.7792	14575	Chr19
ENSG0000000584	2.7431476732122966	0.6463	17282	Chr9
ENSG0000000585	-0.12160646039848858	0.7509	63613	Chr3
ENSG0000000586	-4.656436651615271	0.932	29268	Chr8
ENSG0000000587	-4.186588150804506	0.1032	4975	Chr2
ENSG0000000588	4.899403220227419	0.9975	19288	Chr23
ENSG0000000589	3.87143750265909	0.1981	42820	Chr18
ENSG0000000590	2.102068577185825	0.0568	47815	Chr13
ENSG0000000591	4.0873886877197165	0.034	10674	Chr16
ENSG0000000592	4.631974278632232	0.8194	74306	Chr16
ENSG0000000593	-3.4272119099307083	0.5684	49853	Chr3
ENSG0000000594	1.7550272938950613	0.6213	205	Chr14
ENSG0000000595	-0.23312121421050236	0.6008	1957	Chr16
ENSG0000000596	-2.0564874858116298	0.5299	44999	Chr6
ENSG0000000597	8.919785339580304	0.7845	2752	Chr8
ENSG0000000598	-3.5508539359738394	0.8332	70022	Chr5
ENSG0000000599	6.8128097929146225	0.3219	3263	Chr5
ENSG0000000600	-3.1579500575904125	0.8178	70752	Chr9
ENSG0000000601	-4.201771172291534	0.1727	18830	Chr13
ENSG0000000602	-7.128663762164256	0.6107	34622	Chr4
ENSG0000000603	8.37758394246223	0.1518	40000	Chr1
ENSG0000000604	8.3379434419796	0.6625	80517	Chr12
ENSG0000000605	-13.741834923882791	0.8151	17177	Chr14
ENSG0000000606	5.319359462371508	0.3686	99278	Chr5
ENSG0000000607	7.06758686135759	0.0139	30584	Chr18
ENSG0000000608	3.8381879361766336	0.9506	1031	Chr5
ENSG0000000609	-3.47531356744456	0.0326	36189	Chr23
ENSG0000000610	-3.8714865955575073	0.2434	92501	Chr15
ENSG0000000611	-10.284197100021364	0.4252	61299	Chr12
ENSG0000000612	-2.4254318053542843	0.7336	44933	Chr20
ENSG0000000613	4.648008559894297	0.3833	31146	Chr13
ENSG0000000614	3.9476897770414316	0.3203	84325	Chr7
ENSG0000000615	-4.555512682484211	0.0955	20113	Chr9
ENSG0000000616	0.3909141334125696	0.7542	40656	Chr13
ENSG0000000617	5.4906715181920145	0.9286	569	Chr15
ENSG0000000618	1.7256410243713163	0.9638	11089	Chr18
ENSG0000000619	2.216422959645172	0.5776	21026	Chr14
ENSG0000000620	-6.2812872113386184	0.9689	109003	Chr1
ENSG0000000621	-1.3298857651494962	0.5861	14889	Chr17
ENSG0000000622	2.4949751070823027	0.6741	94896	Chr13
ENSG0000000623	0.747382957833512	0.0304	52957	Chr12
ENSG0000000624	-2.2400876420727536	0.2177	26420	Chr17
ENSG0000000625	-5.12643622891636	0.8651	22317	Chr15
ENSG0000000626	-6.403675222329443	0.142	5355	Chr15
ENSG0000000627	2.178290141928872	0.7734	76819	Chr13
ENSG0000000628	1.2404742891938423	0.4516	51677	Chr11
ENSG0000000629	1.5680093472077414	0.8935	59083	Chr21
ENSG0000000630	-4.544879450015994	0.9068	19149	Chr22
ENSG0000000631	4.891594774698783	0.8151	55641	Chr15
ENSG0000000632	4.088343233983502	0.6766	17232	Chr1
ENSG0000000633	-3.6627715209746174	0.0326	26103	Chr16
ENSG0000000634	0.16272569631154643	0.638	36281	Chr14
ENSG0000000635	-10.348941828782255	0.362	18119	Chr9
ENSG0000000636	4.432879586010906	0.6273	920	Chr21
ENSG0000000637	-5.097826500891021	0.8594	60275	Chr14
ENSG0000000638	4.142649010553151	0.7169	15964	Chr11
ENSG0000000639	-3.1673447773568957	0.8678	4021	Chr15
ENSG0000000640	0.5188266169277523	0.933	35350	Chr14
ENSG0000000641	-1.3309468194613774	0.9169	49159	Chr2
ENSG0000000642	-1.1265956605178786	0.1947	7873	Chr14
ENSG0000000643	3.783327358650459	0.1408	36739	Chr4
ENSG0000000644	-2.333735464241319	0.4738	95432	Chr21
ENSG0000000645	0.8226963493133242	0.7204	6894	Chr3
ENSG0000000646	-0.45441144736039385	0.2915	106905	Chr7
ENSG0000000647	-2.6624492212790134	0.977	27586	Chr3
ENSG0000000648	-0.10909694591002218	0.1193	24240	Chr7
ENSG0000000649	1.909018812428743	0.1534	22084	Chr19
ENSG0000000650	-3.929474659162816	0.2564	3544	Chr2
ENSG0000000651	5.761170606532024	0.8077	58435	Chr14
ENSG0000000652	12.860720719268674	0.626	76611	Chr13
ENSG0000000653	9.870190647134788	0.8356	40383	Chr18
ENSG0000000654	-0.2510801559385961	0.4679	68234	Chr6
ENSG0000000655	-3.671538747407599	0.9409	29409	Chr14
ENSG0000000656	5.513945401602558	0.5028	91966	Chr16
ENSG0000000657	-7.8336542436288505	0.0094	43924	Chr5
ENSG0000000658	3.1929328263009173	0.7594	81647	Chr22
ENSG0000000659	-1.5669141879339232	0.0214	58796	Chr10
ENSG0000000660	-0.6801487936168078	0.5093	12833	Chr14
ENSG0000000661	-1.2660693952788902	0.4208	18336	Chr14
ENSG0000000662	-10.69686608488232	0.1877	99036	Chr2
ENSG0000000663	2.2850246235932383	0.8714	1985	Chr16
ENSG0000000664	-7.848993812004511	0.4642	53312	Chr21
ENSG0000000665	7.825172343382889	0.3272	42401	Chr17
ENSG0000000666	-0.6100489527371347	0.7471	39878	Chr4
ENSG0000000667	2.521276724213004	0.596	66433	Chr6
ENSG0000000668	5.899063658949439	0.4699	9380	Chr20
ENSG0000000669	2.219113322251437	0.5112	34684	Chr8
ENSG0000000670	-8.271249861909666	0.9627	106651	Chr3
ENSG0000000671	-6.126085453653803	0.8751	69296	Chr11
ENSG0000000672	7.38250238724288	0.7221	1004	Chr7
ENSG0000000673	-0.2100764911859507	0.6138	12663	Chr17
ENSG0000000674	3.2774221192267214	0.3635	67323	Chr8
ENSG0000000675	6.447319927817747	0.2062	22880	Chr18
ENSG0000000676	-7.3401709695756665	0.3205	1065	Chr5
ENSG0000000677	-8.635384057615763	0.3938	52994	Chr9
ENSG0000000678	3.755303903644029	0.9867	121638	Chr1
ENSG0000000679	0.5855411739273328	0.9994	43996	Chr18
ENSG0000000680	3.5671721850163123	0.3519	55233	Chr12
ENSG0000000681	-0.4722014683461528	0.6488	35419	Chr9
ENSG0000000682	-2.0255964317090376	0.9024	49680	Chr6
ENSG0000000683	-3.1763578545604965	0.3471	56086	Chr15
ENSG0000000684	4.7237279096639115	0.6075	102914	Chr1
ENSG0000000685	2.8313254715944187	0.2621	193	Chr12
ENSG0000000686	1.6587541931902465	0.7971	10877	Chr3
ENSG0000000687	-11.795637996183565	0.1661	79308	Chr19
ENSG0000000688	5.729207822706729	0.1281	35542	Chr22
ENSG0000000689	-9.842591680826757	0.6741	29269	Chr2
ENSG0000000690	-3.276867289927621	0.9419	5673	Chr10
ENSG0000000691	-8.711145340294802	0.1044	62340	Chr2
ENSG0000000692	2.8109186470354146	0.7255	53031	Chr6
ENSG0000000693	9.071387998258828	0.193	50122	Chr10
ENSG0000000694	7.182766159596933	0.6561	64243	Chr1
ENSG0000000695	-8.286489917582745	0.2459	28812	Chr18
ENSG0000000696	-0.5433398978247312	0.8282	126672	Chr22
ENSG0000000697	9.430069218738534	0.887	73	Chr22
ENSG0000000698	-4.111325951741548	0.9212	18436	Chr7
ENSG0000000699	3.2550926627762378	0.9442	42479	Chr21
ENSG0000000700	0.7026564945051867	0.1243	10737	Chr1
ENSG0000000701	0.5096704021020828	0.5744	32566	Chr20
ENSG0000000702	-4.609321026373436	0.2519	34753	Chr5
ENSG0000000703	4.96525615441198	0.8196	413	Chr11
ENSG0000000704	-5.067697872625651	0.2399	24728	Chr13
ENSG0000000705	1.210197659790178	0.3792	21618	Chr17
ENSG0000000706	0.9262152224687941	0.3184	18840	Chr5
ENSG0000000707	-0.2216602518549091	0.0081	40249	Chr16
ENSG0000000708	7.642907138008618	0.2951	18160	Chr13
ENSG0000000709	-2.368067121081664	0.8211	39218	Chr3
ENSG0000000710	-1.476103266159319	0.8937	3711	Chr8
ENSG0000000711	-1.881502606584682	0.2397	79333	Chr17
ENSG0000000712	-2.816006406762753	0.8531	40648	Chr8
ENSG0000000713	7.095367687326161	0.0833	5804	Chr15
ENSG0000000714	4.634981329222779	0.4518	67903	Chr11
ENSG0000000715	4.2414373786329485	0.8505	31262	Chr19
ENSG0000000716	9.681674209599189	0.7304	19629	Chr14
ENSG0000000717	-4.223249241397347	0.4469	9121	Chr3
ENSG0000000718	1.3240012967804295	0.0234	3321	Chr3
ENSG0000000719	5.229411579637264	0.3203	27648	Chr11
ENSG0000000720	0.025933392890108528	0.3589	1423	Chr10
ENSG0000000721	4.391885017975803	0.6131	6287	Chr6
ENSG0000000722	0.8746971422654755	0.7952	12754	Chr15
ENSG0000000723	1.8649243057308929	0.044	27612	Chr22
ENSG0000000724	0.9024966682973378	0.2933	42958	Chr1
ENSG0000000725	-5.696694370066867	0.3462	10004	Chr3
ENSG0000000726	-0.3017618958642492	0.3322	68093	Chr8
ENSG0000000727	3.309473298972294	0.1838	64702	Chr23
ENSG0000000728	-2.3780324169069083	0.6753	36394	Chr20
ENSG0000000729	0.7947865858196111	0.5827	35753	Chr7
ENSG0000000730	-1.1524741513445558	0.9423	8653	Chr8
ENSG0000000731	8.285851384031673	0.1835	46739	Chr18
ENSG0000000732	5.500011999502544	0.715	84232	Chr9
ENSG0000000733	-2.372021912003221	0.0746	45883	Chr8
ENSG0000000734	2.985818583547087	0.636	70735	Chr3
ENSG0000000735	-2.818848411067971	0.524	74577	Chr23
ENSG0000000736	10.708343595634748	0.2679	69606	Chr10
ENSG0000000737	-1.4451185458710838	0.4525	21568	Chr9
ENSG0000000738	3.598070318573261	0.2558	25414	Chr12
ENSG0000000739	-0.46189705086768534	0.9361	27723	Chr10
ENSG0000000740	0.28674892976600497	0.1261	84635	Chr16
ENSG0000000741	-2.962660338542057	0.8908	2812	Chr3
ENSG0000000742	0.525322946694961	0.8518	97379	Chr10
ENSG0000000743	-7.146620435628833	0.6197	57526	Chr14
ENSG0000000744	-1.8818322288164508	0.6041	4085	Chr16
ENSG0000000745	-3.6433469088772474	0.4412	8423	Chr15
ENSG0000000746	2.4472394234593735	0.748	100528	Chr21
ENSG0000000747	2.619626569118894	0.7687	72163	Chr2
ENSG0000000748	1.139775001226559	0.0683	69339	Chr2
ENSG0000000749	-5.184131156133689	0.4167	28969	Chr23
ENSG0000000750	-6.8889377233038225	0.7388	20644	Chr9
ENSG0000000751	1.8945741339959679	0.4417	41782	Chr13
ENSG0000000752	-7.265581874968544	0.0468	4079	Chr4
ENSG0000000753	-10.705578551829342	0.8882	72713	Chr23
ENSG0000000754	-0.10202737665667498	0.1724	13817	Chr1
ENSG0000000755	0.13124707867246913	0.7287	45621	Chr8
ENSG0000000756	-1.2281052824139516	0.2063	30372	Chr7
ENSG0000000757	6.614599123040204	0.7726	15949	Chr11
ENSG0000000758	-4.471316711472959	0.6186	106847	Chr15
ENSG0000000759	5.5110961322653065	0.7239	44513	Chr22
ENSG0000000760	3.155784189128224	0.5125	47987	Chr22
ENSG0000000761	1.2775520261245559	0.8202	6111	Chr9
ENSG0000000762	5.30980030243777	0.2287	29853	Chr20
ENSG0000000763	5.282922129810556	0.7962	48605	Chr4
ENSG0000000764	-3.6089594516490924	0.9735	59513	Chr18
ENSG0000000765	-5.908363239277562	0.3697	60525	Chr5
ENSG0000000766	4.321095572172758	0.638	95101	Chr17
ENSG0000000767	-9.253562134906371	0.0181	71816	Chr19
ENSG0000000768	5.3826784746105805	0.8606	8444	Chr9
ENSG0000000769	-4.584410043291524	0.3535	67986	Chr19
ENSG0000000770	4.254925163209572	0.8907	25716	Chr12
ENSG0000000771	-5.154379742740786	0.1422	35114	Chr14
ENSG0000000772	7.568355290739054	0.3218	61101	Chr14
ENSG0000000773	-0.18376967661390312	0.5769	20690	Chr13
ENSG0000000774	4.383357368357792	0.1768	4708	Chr2
ENSG0000000775	-0.8431815527935411	0.0515	73429	Chr19
ENSG0000000776	-0.49338470951592917	0.7289	52748	Chr10
ENSG0000000777	7.648450537502956	0.2455	47061	Chr9
ENSG0000000778	1.6661311666380785	0.4787	105635	Chr5
ENSG0000000779	-1.7700219898767258	0.4812	27588	Chr9
ENSG0000000780	1.2887962143083773	0.8943	15228	Chr1
ENSG0000000781	-1.9357507645614247	0.1139	30707	Chr17
ENSG0000000782	-3.725268965092038	0.6653	62587	Chr12
ENSG0000000783	2.579922026164412	0.3566	71747	Chr3
ENSG0000000784	-3.671972056917867	0.1634	14580	Chr13
ENSG0000000785	3.1498240269006756	0.188	20639	Chr3
ENSG0000000786	7.642444111900138	0.4214	24776	Chr6
ENSG0000000787	1.8753152135972657	0.4391	44417	Chr11
ENSG0000000788	0.12734390723782918	0.1479	41320	Chr4
ENSG0000000789	-2.6510310882576893	0.784	8487	Chr6
ENSG0000000790	-0.15251301110444934	0.7794	7198	Chr11
ENSG0000000791	-8.646316660968242	0.8346	118710	Chr10
ENSG0000000792	6.084298021111371	0.8938	7254	Chr17
ENSG0000000793	10.443868745710816	0.7806	33777	Chr6
ENSG0000000794	6.549452555599147	0.5326	1707	Chr16
ENSG0000000795	0.9565693761470249	0.6519	6211	Chr8
ENSG0000000796	-0.377486262426302	0.1725	3519	Chr1
ENSG0000000797	5.18175095474371	0.2823	120022	Chr22
ENSG0000000798	0.12567388767561502	0.0421	78293	Chr3
ENSG0000000799	8.3424631047762	0.1342	5581	Chr6
ENSG0000000800	4.967415382007073	0.3863	7301	Chr19
ENSG0000000801	0.03487734114607821	0.9433	26203	Chr23
ENSG0000000802	7.430902054035123	0.7594	42890	Chr19
ENSG0000000803	-8.378434521428021	0.4696	42125	Chr22
ENSG0000000804	9.056687777303814	0.0741	13198	Chr7
ENSG0000000805	-2.5039896171626106	0.59	22155	Chr14
ENSG0000000806	0.9698518806946838	0.2009	624	Chr4
ENSG0000000807	4.662847628886986	0.5637	11307	Chr3
ENSG0000000808	2.81824531780099	0.1981	59458	Chr19
ENSG0000000809	-2.2376268373011983	0.6643	8061	Chr22
ENSG0000000810	1.3158708830041421	0.2396	44727	Chr15
ENSG0000000811	-4.60774372376287	0.9551	63061	Chr13
ENSG0000000812	5.299630229744445	0.8105	27744	Chr12
ENSG0000000813	-1.611492604473546	0.2184	66485	Chr7
ENSG0000000814	0.28493132727023535	0.158	54687	Chr18
ENSG0000000815	-5.258027444629426	0.8459	17534	Chr22
ENSG0000000816	1.9476551750802091	0.3229	12629	Chr13
ENSG0000000817	5.773353134131587	0.6612	30253	Chr4
ENSG0000000818	5.700908640529573	0.8471	27549	Chr3
ENSG0000000819	-7.242044396017841	0.894	62123	Chr1
ENSG0000000820	5.286911901016734	0.5663	92358	Chr18
ENSG0000000821	-3.256025471805002	0.0621	105411	Chr13
ENSG0000000822	-10.949579529310146	0.752	35405	Chr13
ENSG0000000823	2.448611352464665	0.0429	56429	Chr23
ENSG0000000824	2.230709231473042	0.0968	33299	Chr7
ENSG0000000825	3.716336216662949	0.6643	19765	Chr18
ENSG0000000826	1.4726524816107147	0.1247	37558	Chr17
ENSG0000000827	4.580388786445936	0.3249	101136	Chr22
ENSG0000000828	1.9278634752354664	0.2391	56967	Chr3
ENSG0000000829	4.300220647881405	0.0116	50907	Chr13
ENSG0000000830	-4.2422397276591095	0.6087	20850	Chr9
ENSG0000000831	0.7493718252635906	0.0173	67009	Chr3
ENSG0000000832	-6.379061960857221	0.9748	43257	Chr18
ENSG0000000833	-12.029187080514845	0.4325	9628	Chr8
ENSG0000000834	3.445477870139256	0.3827	55454	Chr9
ENSG0000000835	0.4542957845815232	0.1088	38560	Chr8
ENSG0000000836	0.41055812406992953	0.3649	46521	Chr10
ENSG0000000837	-0.5110823413861818	0.1928	89857	Chr4
ENSG0000000838	-10.795195163156635	0.3252	65613	Chr10
ENSG0000000839	3.4383695914378136	0.1741	6374	Chr22
ENSG0000000840	-1.3446556691330527	0.983	24386	Chr8
ENSG0000000841	12.7570400884669	0.6584	36693	Chr11
ENSG0000000842	1.5435603589839135	0.108	17006	Chr3
ENSG0000000843	-2.8167121010505936	0.3667	9779	Chr12
ENSG0000000844	0.14301187006673957	0.9172	118752	Chr6
ENSG0000000845	0.5283011902478087	0.8853	1127	Chr16
ENSG0000000846	-0.11553395240328843	0.3755	28790	Chr4
ENSG0000000847	-8.696795222339514	0.3336	24003	Chr15
ENSG0000000848	3.770666905887288	0.7158	41888	Chr4
ENSG0000000849	-3.74372465159839	0.0404	52209	Chr22
ENSG0000000850	-1.43815534012966	0.6513	5842	Chr13
ENSG0000000851	2.3891533964264537	0.1358	25332	Chr16
ENSG0000000852	-6.977692220052905	0.1453	21871	Chr3
ENSG0000000853	4.1060187610535515	0.224	40981	Chr20
ENSG0000000854	-1.68244169572526	0.5928	55916	Chr5
ENSG0000000855	-3.369561117883375	0.7863	34445	Chr20
ENSG0000000856	1.8631464912458195	0.9994	44507	Chr1
ENSG0000000857	-1.0441711587542246	0.0505	31175	Chr20
ENSG0000000858	-1.2068789562490148	0.8544	50537	Chr3
ENSG0000000859	3.501214953410666	0.9786	31156	Chr20
