# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_change	adjusted_p_value	gene_length	chromosome
ENSG0000000452	-0.21534262266910836	0.673	70313	Chr1
ENSG0000000453	-11.036450212892126	0.176	20989	Chr2
ENSG0000000454	2.5679186840670565	0.3819	49932	Chr12
ENSG0000000455	0.28909750551759805	0.294	15515	Chr23
ENSG0000000456	-3.2578035140978265	0.7612	38076	Chr20
ENSG0000000457	5.354774786579974	0.5241	50557	Chr9
ENSG0000000458	9.944441581976927	0.8207	31938	Chr10
ENSG0000000459	-1.9690169594192528	0.0315	29823	Chr3
ENSG0000000460	2.0526199582000486	0.6206	17319	Chr23
ENSG0000000461	-6.481596112563799	0.3437	50648	Chr9
ENSG0000000462	6.605437641819108	0.547	11724	Chr9
ENSG0000000463	-0.12851664652267147	0.1587	31298	Chr15
ENSG0000000464	-2.564696238946066	0.4638	71069	Chr21
ENSG0000000465	-6.701528387542929	0.7638	38277	Chr3
ENSG0000000466	-0.6926332098454053	0.7622	10816	Chr16
ENSG0000000467	-2.8814853284743567	0.0657	22368	Chr23
ENSG0000000468	0.602679212413991	0.7168	2876	Chr15
ENSG0000000469	3.4378194148326995	0.6118	12381	Chr2
ENSG0000000470	1.3720409369773614	0.2037	12385	Chr2
ENSG0000000471	-6.354437209437086	0.5993	18788	Chr9
ENSG0000000472	2.5602591624157163	0.132	16994	Chr2
ENSG0000000473	0.70241393283548	0.4312	67727	Chr11
ENSG0000000474	-5.488911615292585	0.547	14914	Chr5
ENSG0000000475	4.370225528417399	0.4166	53380	Chr10
ENSG0000000476	-5.530373258568643	0.1549	19179	Chr15
ENSG0000000477	-5.915981228867456	0.1956	38649	Chr22
ENSG0000000478	3.6355715635416463	0.5937	17589	Chr5
ENSG0000000479	-6.418869814210261	0.0839	18023	Chr13
ENSG0000000480	2.8294336519038197	0.2785	4255	Chr20
ENSG0000000481	9.050251339508506	0.1311	27367	Chr17
ENSG0000000482	-8.066314716371961	0.8477	2426	Chr17
ENSG0000000483	-4.6877902611094395	0.296	51255	Chr11
ENSG0000000484	1.0867014306504215	0.6819	86268	Chr22
ENSG0000000485	-5.376687548998065	0.8358	1043	Chr2
ENSG0000000486	5.934638506670876	0.3836	11643	Chr7
ENSG0000000487	6.281871771931645	0.1675	78002	Chr4
ENSG0000000488	2.1080250807515686	0.1256	26588	Chr8
ENSG0000000489	-2.9367779208004814	0.9401	8828	Chr5
ENSG0000000490	2.564279255858697	0.3156	17165	Chr21
ENSG0000000491	-0.7380484848348446	0.606	1659	Chr11
ENSG0000000492	-10.884540580725318	0.0796	37560	Chr1
ENSG0000000493	3.215712214711912	0.3308	29568	Chr11
ENSG0000000494	0.7293335842817722	0.7238	26156	Chr20
ENSG0000000495	2.9151096003021126	0.571	31239	Chr17
ENSG0000000496	0.529311432924858	0.1553	87022	Chr7
ENSG0000000497	6.6300377321876915	0.0397	3927	Chr15
ENSG0000000498	1.153313739183302	0.0348	67465	Chr18
ENSG0000000499	6.721557889996906	0.7285	18912	Chr7
ENSG0000000500	10.482082356684232	0.4428	5551	Chr2
ENSG0000000501	-2.277312498051014	0.6027	48013	Chr22
ENSG0000000502	9.932265512536581	0.2376	17857	Chr6
ENSG0000000503	0.9875118168738884	0.9475	82906	Chr10
ENSG0000000504	8.64160296656933	0.9202	95940	Chr18
ENSG0000000505	-0.32518692331049287	0.3511	15964	Chr9
ENSG0000000506	1.5070217179134526	0.5473	23474	Chr7
ENSG0000000507	4.277500827508762	0.6529	68009	Chr20
ENSG0000000508	-4.736244680799374	0.2789	83549	Chr16
ENSG0000000509	1.3156158879047863	0.7675	59102	Chr11
ENSG0000000510	-7.428530525403313	0.9832	68869	Chr14
ENSG0000000511	-8.91749716967326	0.0995	7626	Chr5
ENSG0000000512	0.7451498194488007	0.3938	11941	Chr9
ENSG0000000513	-10.097544398099478	0.0928	59148	Chr21
ENSG0000000514	-7.523971239156211	0.7244	44612	Chr6
ENSG0000000515	2.8676635510000996	0.632	44744	Chr8
ENSG0000000516	9.986626523826699	0.5519	80868	Chr16
ENSG0000000517	1.6678173751522316	0.355	22468	Chr7
ENSG0000000518	-0.5021101287892081	0.071	86881	Chr12
ENSG0000000519	-2.026246468757664	0.4872	27298	Chr19
ENSG0000000520	-2.328791474709192	0.032	61018	Chr11
ENSG0000000521	3.1245840371135953	0.0954	13585	Chr6
ENSG0000000522	-1.67465454015308	0.463	105525	Chr9
ENSG0000000523	7.592676396249473	0.9816	24910	Chr3
ENSG0000000524	2.6992824096323504	0.4772	14818	Chr13
ENSG0000000525	5.01249920797045	0.0254	32057	Chr22
ENSG0000000526	0.12622414534574145	0.2667	65210	Chr18
ENSG0000000527	-1.9279484346373454	0.5478	66588	Chr21
ENSG0000000528	-0.018711041617473393	0.4014	50537	Chr18
ENSG0000000529	5.838985614310422	0.1713	9724	Chr17
ENSG0000000530	-4.109588953215605	0.4199	19051	Chr22
ENSG0000000531	1.793360594682306	0.5883	29835	Chr3
ENSG0000000532	-1.583667676726911	0.4163	42681	Chr16
ENSG0000000533	5.305624784467078	0.7231	21530	Chr1
ENSG0000000534	2.4497397390386726	0.5504	2954	Chr13
ENSG0000000535	0.7962625745851679	0.3216	7928	Chr1
ENSG0000000536	-0.407959285151254	0.0909	94946	Chr18
ENSG0000000537	-8.693014704472702	0.497	11717	Chr21
ENSG0000000538	3.6682976090083415	0.3552	98611	Chr1
ENSG0000000539	1.7828809177372338	0.4471	16347	Chr20
ENSG0000000540	-8.795229956932937	0.4711	27396	Chr13
ENSG0000000541	1.5673759206248106	0.4486	27189	Chr8
ENSG0000000542	-1.5549496260941886	0.1643	62876	Chr2
ENSG0000000543	3.154501864516953	0.6579	11079	Chr8
ENSG0000000544	-9.837830885631048	0.2045	50662	Chr4
ENSG0000000545	0.5895801241356808	0.8339	15798	Chr16
ENSG0000000546	2.8448988687577694	0.3963	25174	Chr1
ENSG0000000547	-4.5986071461315845	0.2154	1507	Chr22
ENSG0000000548	3.463846943487229	0.6376	78669	Chr21
ENSG0000000549	3.3884103169709445	0.8116	15369	Chr21
ENSG0000000550	-2.7249466742679913	0.8093	51875	Chr23
ENSG0000000551	11.634718463850282	0.0727	139630	Chr10
ENSG0000000552	3.1846507436259914	0.7506	36691	Chr15
ENSG0000000553	2.624628580493496	0.6455	20374	Chr2
ENSG0000000554	2.0838833983391836	0.6626	2246	Chr3
ENSG0000000555	-3.208922575100649	0.3891	31368	Chr17
ENSG0000000556	-5.636156565289733	0.4271	35800	Chr8
ENSG0000000557	3.6261382550492742	0.9864	33591	Chr4
ENSG0000000558	-2.1002616614614036	0.871	65434	Chr4
ENSG0000000559	3.488784729650436	0.3035	11223	Chr2
ENSG0000000560	8.373489145085356	0.7896	71803	Chr13
ENSG0000000561	8.663996530489358	0.3736	1834	Chr14
ENSG0000000562	4.802964190310945	0.9276	22913	Chr21
ENSG0000000563	5.006591393757568	0.05	2687	Chr2
ENSG0000000564	-6.790495412581495	0.8387	49375	Chr13
ENSG0000000565	1.6974055071328835	0.1294	15389	Chr7
ENSG0000000566	-0.1795232507800391	0.7161	6870	Chr13
ENSG0000000567	-3.1102064587543063	0.9652	65210	Chr9
ENSG0000000568	-1.8368668972531204	0.5103	3878	Chr12
ENSG0000000569	-10.170017792803801	0.8123	64793	Chr23
ENSG0000000570	-10.293546530130213	0.2827	66322	Chr18
ENSG0000000571	-1.8895678581159039	0.9035	2516	Chr14
ENSG0000000572	3.9277642785920532	0.7509	70348	Chr12
ENSG0000000573	-8.15568303179856	0.0849	43203	Chr20
ENSG0000000574	9.016445221465876	0.8379	4528	Chr13
ENSG0000000575	4.628366947675918	0.4346	143000	Chr12
ENSG0000000576	-8.69722493332144	0.8008	55543	Chr1
ENSG0000000577	-4.708501000396704	0.1091	36292	Chr22
ENSG0000000578	6.601967768003691	0.1096	14979	Chr8
ENSG0000000579	0.9336110240825407	0.1831	7400	Chr11
ENSG0000000580	1.1506664569168734	0.5197	42266	Chr16
ENSG0000000581	-4.70779143328611	0.6575	82535	Chr20
ENSG0000000582	5.095806661105291	0.5611	22590	Chr18
ENSG0000000583	-0.99328747257731	0.7127	9514	Chr5
ENSG0000000584	1.0075736247186893	0.6217	86777	Chr10
ENSG0000000585	-4.12672424831844	0.7289	38324	Chr16
ENSG0000000586	-6.008805724108188	0.2058	39989	Chr10
ENSG0000000587	-0.2460913419925821	0.044	27323	Chr20
ENSG0000000588	2.7837276837140386	0.5017	6842	Chr23
ENSG0000000589	2.3308412616756455	0.4296	96333	Chr22
ENSG0000000590	3.9091353973734173	0.8941	3993	Chr19
ENSG0000000591	4.396744511687803	0.7766	36862	Chr21
ENSG0000000592	-2.58911887808914	0.0515	82305	Chr6
ENSG0000000593	-1.1593873563478418	0.0259	86042	Chr3
ENSG0000000594	4.358913288567931	0.9018	16990	Chr5
ENSG0000000595	1.9730490686883648	0.7658	102340	Chr18
ENSG0000000596	2.0212223903875106	0.4266	6751	Chr14
ENSG0000000597	-3.9396999233126406	0.5092	30879	Chr21
ENSG0000000598	2.599581962864094	0.2379	15548	Chr14
ENSG0000000599	-2.1736771779930724	0.9409	19112	Chr4
ENSG0000000600	-4.25691158094277	0.741	92611	Chr17
ENSG0000000601	-2.9726687556520486	0.2247	40293	Chr14
ENSG0000000602	2.781967190732944	0.0331	12988	Chr4
ENSG0000000603	1.0698063774093773	0.4973	13666	Chr19
ENSG0000000604	-4.0842506914481	0.5384	4035	Chr20
ENSG0000000605	6.446596220390438	0.5794	23836	Chr7
ENSG0000000606	2.357457648595474	0.6202	31104	Chr23
ENSG0000000607	-6.9095513788197245	0.1186	36228	Chr14
ENSG0000000608	-5.804326709597445	0.0812	89443	Chr15
ENSG0000000609	3.04125966017122	0.3203	65365	Chr13
ENSG0000000610	3.4169753965581844	0.0726	30674	Chr11
ENSG0000000611	1.6204263475622407	0.9771	80649	Chr20
ENSG0000000612	-0.39133719697917524	0.551	5217	Chr9
ENSG0000000613	-8.162368105678318	0.3119	86058	Chr12
ENSG0000000614	-1.489712111973668	0.9529	80241	Chr7
ENSG0000000615	-1.2816473117537708	0.1798	27338	Chr20
ENSG0000000616	-7.91265000393642	0.1146	900	Chr4
ENSG0000000617	-6.287062259669859	0.4651	2563	Chr13
ENSG0000000618	4.592347672144134	0.0616	66698	Chr3
ENSG0000000619	-0.4574662898903847	0.2445	21537	Chr20
ENSG0000000620	0.9973115858716657	0.2747	23986	Chr5
ENSG0000000621	7.226998467957158	0.5298	53450	Chr18
ENSG0000000622	-1.1856429633065675	0.4937	61784	Chr12
ENSG0000000623	1.7944967810633703	0.4024	107465	Chr13
ENSG0000000624	7.778808840769829	0.9709	102491	Chr14
ENSG0000000625	2.0630099839045215	0.9084	23631	Chr13
ENSG0000000626	9.175185688114837	0.2736	52308	Chr22
ENSG0000000627	8.797215861155875	0.2685	56610	Chr1
ENSG0000000628	3.3851690574255118	0.9041	2392	Chr9
ENSG0000000629	-0.023071678750540926	0.2595	15978	Chr21
ENSG0000000630	-2.928662707387087	0.7836	441	Chr2
ENSG0000000631	7.390732596801844	0.0206	20929	Chr6
ENSG0000000632	-0.4669200944778437	0.843	12503	Chr23
ENSG0000000633	-6.12327514435456	0.0577	34311	Chr2
ENSG0000000634	4.6811238561207515	0.2812	8001	Chr20
ENSG0000000635	-1.0913072420461516	0.2448	92632	Chr21
ENSG0000000636	6.586158494490505	0.1338	41427	Chr1
ENSG0000000637	-2.57376474822519	0.9456	5110	Chr13
ENSG0000000638	-5.42529200971881	0.3705	69101	Chr19
ENSG0000000639	-5.166483592530836	0.9698	15771	Chr17
ENSG0000000640	0.2528252915538541	0.3789	63915	Chr3
ENSG0000000641	-0.47406620584389797	0.038	59533	Chr21
ENSG0000000642	2.123750648135107	0.4429	28795	Chr16
ENSG0000000643	1.4794587659125047	0.5334	51845	Chr22
ENSG0000000644	2.893855840571102	0.0554	67355	Chr18
ENSG0000000645	3.4867229509264615	0.6962	2549	Chr22
ENSG0000000646	-4.385301312632487	0.5072	76144	Chr11
ENSG0000000647	2.869649665084635	0.1122	27575	Chr7
ENSG0000000648	7.063817894304616	0.6484	27951	Chr17
ENSG0000000649	-1.2718365613522433	0.0056	93718	Chr5
ENSG0000000650	5.991880235337602	0.0847	50032	Chr8
ENSG0000000651	1.4564744435140482	0.9046	47295	Chr12
ENSG0000000652	2.455338047820147	0.518	17847	Chr14
ENSG0000000653	-2.0573955697107453	0.2117	18890	Chr17
ENSG0000000654	-0.03190838729788644	0.2838	91946	Chr23
ENSG0000000655	4.756843701150221	0.917	141586	Chr19
ENSG0000000656	2.2521717494836535	0.7206	5613	Chr16
ENSG0000000657	4.409441016807424	0.7254	1831	Chr21
ENSG0000000658	-3.3453797920551986	0.577	21047	Chr1
ENSG0000000659	1.496962828794627	0.9636	10915	Chr5
ENSG0000000660	-4.643643729042363	0.6003	85538	Chr19
ENSG0000000661	9.24299101711092	0.7706	123567	Chr13
ENSG0000000662	5.858852147469289	0.8077	43147	Chr19
ENSG0000000663	-4.847845044568329	0.1904	44389	Chr14
ENSG0000000664	5.937718857521155	0.2001	9615	Chr22
ENSG0000000665	1.7168569581320534	0.6377	48114	Chr15
ENSG0000000666	3.9939623470392775	0.9466	28310	Chr6
ENSG0000000667	0.9243782914386465	0.684	4113	Chr4
ENSG0000000668	-9.294577496826143	0.6604	82833	Chr10
ENSG0000000669	2.888135054661134	0.4869	25615	Chr15
ENSG0000000670	-6.165672153135668	0.8756	14914	Chr22
ENSG0000000671	-7.51251659152877	0.5292	34616	Chr5
ENSG0000000672	5.38590781549262	0.9517	112521	Chr7
ENSG0000000673	2.0421624595731753	0.5002	51537	Chr23
ENSG0000000674	1.3059739274303441	0.6989	87610	Chr17
ENSG0000000675	2.9178811780465814	0.5728	48139	Chr14
ENSG0000000676	2.0723971214969357	0.2933	19962	Chr9
ENSG0000000677	2.734236994671292	0.4219	39072	Chr6
ENSG0000000678	-0.04703948868160482	0.1661	56616	Chr3
ENSG0000000679	0.9748114368702223	0.8413	42398	Chr21
ENSG0000000680	-3.682214554623277	0.8344	25060	Chr10
ENSG0000000681	-6.170723941333128	0.5578	19356	Chr2
ENSG0000000682	-1.4505692111181976	0.2126	101311	Chr21
ENSG0000000683	3.5730901236480324	0.3674	9490	Chr8
ENSG0000000684	3.000703608592328	0.6052	4749	Chr23
ENSG0000000685	-6.0464987915376165	0.2932	22568	Chr11
ENSG0000000686	-6.644631358515747	0.9923	65474	Chr4
ENSG0000000687	2.4430142112389905	0.9727	42054	Chr8
ENSG0000000688	-1.0272805564413543	0.8013	30471	Chr23
ENSG0000000689	8.26569707091311	0.1489	45844	Chr13
ENSG0000000690	7.300834482585877	0.8724	9125	Chr11
ENSG0000000691	3.6231881511923496	0.0737	59902	Chr8
ENSG0000000692	5.855933044346835	0.5151	71325	Chr15
ENSG0000000693	-3.0510583912014595	0.9912	18911	Chr20
ENSG0000000694	1.1038973516497268	0.8169	22537	Chr22
ENSG0000000695	-3.721577448305734	0.6307	67878	Chr12
ENSG0000000696	-4.2656621312995	0.7188	10733	Chr16
ENSG0000000697	-4.872627377587423	0.0609	45379	Chr14
ENSG0000000698	-1.6992995417266719	0.6537	82230	Chr12
ENSG0000000699	-4.799199043221051	0.5963	12858	Chr7
ENSG0000000700	0.36130039787272017	0.5475	90122	Chr23
ENSG0000000701	0.8051890503691954	0.2325	6776	Chr10
ENSG0000000702	3.3267229278306463	0.3491	100109	Chr15
ENSG0000000703	5.612472235263686	0.6634	89428	Chr7
ENSG0000000704	2.71081694766506	0.2817	25721	Chr13
ENSG0000000705	7.114468625332227	0.2258	80948	Chr23
ENSG0000000706	1.330537247125663	0.5818	1889	Chr15
ENSG0000000707	-14.247610208592246	0.9488	51600	Chr18
ENSG0000000708	-3.6313221216982634	0.995	31740	Chr4
ENSG0000000709	-2.9431127418954746	0.8976	16863	Chr23
ENSG0000000710	-4.3053891068120596	0.5741	56170	Chr9
ENSG0000000711	0.47031214010894135	0.2974	52739	Chr11
ENSG0000000712	-3.184428411190135	0.2991	16792	Chr22
ENSG0000000713	2.4222462641126423	0.1082	33062	Chr21
ENSG0000000714	-1.4317959703402725	0.7376	33534	Chr8
ENSG0000000715	2.0295094713008064	0.4922	20776	Chr3
ENSG0000000716	-2.2154885671157585	0.3995	25967	Chr22
ENSG0000000717	1.4460366545226915	0.0428	60067	Chr21
ENSG0000000718	1.8082254412652947	0.1547	100209	Chr10
ENSG0000000719	4.790479273603766	0.3795	103090	Chr10
ENSG0000000720	-2.2284840111949977	0.4522	37964	Chr22
ENSG0000000721	3.3650788134111744	0.6258	11375	Chr8
ENSG0000000722	-7.939902393939561	0.2094	77499	Chr23
ENSG0000000723	0.08631595671751457	0.3945	67485	Chr22
ENSG0000000724	7.473591097412041	0.5387	16062	Chr4
ENSG0000000725	-2.166746711416086	0.5647	100378	Chr17
ENSG0000000726	-4.31335961145055	0.4779	10529	Chr14
ENSG0000000727	5.068322408784706	0.5385	9023	Chr16
ENSG0000000728	2.7009895328525486	0.497	32957	Chr20
ENSG0000000729	-1.6156101185486471	0.4847	5277	Chr10
ENSG0000000730	0.07176526370810411	0.7832	24102	Chr9
ENSG0000000731	-5.657417717170638	0.6356	27027	Chr7
ENSG0000000732	2.9163159079545165	0.3511	42889	Chr18
ENSG0000000733	1.1879338339474381	0.7961	19294	Chr13
ENSG0000000734	-0.16877228301646757	0.1619	22646	Chr8
ENSG0000000735	-1.811501874057271	0.833	11390	Chr9
ENSG0000000736	1.739789341716821	0.0627	27142	Chr7
ENSG0000000737	7.886208032488568	0.1411	101585	Chr6
ENSG0000000738	-3.859713069772785	0.5914	5588	Chr5
ENSG0000000739	8.06377660406	0.2004	20710	Chr13
ENSG0000000740	-3.353837361299367	0.2533	9724	Chr11
ENSG0000000741	-2.9918589384792025	0.1036	6669	Chr7
ENSG0000000742	-4.253201717157525	0.8491	11296	Chr1
ENSG0000000743	-3.1023978424485725	0.3942	17981	Chr13
ENSG0000000744	-1.115807629626613	0.0578	37241	Chr14
ENSG0000000745	-1.8638242757749772	0.6068	18266	Chr9
ENSG0000000746	2.2005515024398865	0.3936	47374	Chr2
ENSG0000000747	7.961015199533921	0.6864	64825	Chr10
ENSG0000000748	0.7324874469933533	0.6534	41142	Chr9
ENSG0000000749	11.58190148135779	0.2735	1837	Chr8
ENSG0000000750	4.9632530153251295	0.1688	35949	Chr11
ENSG0000000751	3.129629266724723	0.0291	5474	Chr9
ENSG0000000752	-9.524354041674382	0.0634	7773	Chr4
ENSG0000000753	-5.655749888714761	0.0818	35828	Chr11
ENSG0000000754	4.550358277749585	0.1024	33494	Chr22
ENSG0000000755	4.490389531612827	0.8415	7694	Chr5
ENSG0000000756	-4.706898278758847	0.2169	14885	Chr3
ENSG0000000757	6.755281863633652	0.3092	6194	Chr22
ENSG0000000758	-0.5312830902840481	0.0636	22646	Chr3
ENSG0000000759	3.5097735062354207	0.7538	14835	Chr7
ENSG0000000760	-0.3551287168167655	0.5376	69898	Chr4
ENSG0000000761	-4.660655274336973	0.2697	31292	Chr11
ENSG0000000762	-5.485893166529452	0.3734	4871	Chr16
ENSG0000000763	-3.5556820858571747	0.0322	35412	Chr17
ENSG0000000764	2.156186791508886	0.5474	58023	Chr15
ENSG0000000765	-4.964167800025485	0.2519	97914	Chr3
ENSG0000000766	4.495458639886947	0.7512	33859	Chr22
ENSG0000000767	8.316961949891684	0.8631	20150	Chr14
ENSG0000000768	-2.1289919312289065	0.3775	36322	Chr1
ENSG0000000769	3.2225552449447905	0.4571	82430	Chr20
ENSG0000000770	-9.043292050168478	0.0608	38913	Chr6
ENSG0000000771	-0.7663294663272526	0.8346	48305	Chr17
ENSG0000000772	-4.9290425757484	0.7848	20324	Chr7
ENSG0000000773	-3.0032839365304875	0.1475	35438	Chr16
ENSG0000000774	-0.9334035858002608	0.7472	5993	Chr6
ENSG0000000775	-4.679067049946777	0.4692	52018	Chr18
ENSG0000000776	-5.18010533350446	0.8117	1152	Chr23
ENSG0000000777	-4.398006051039893	0.1358	3680	Chr2
ENSG0000000778	-3.450165073679692	0.7292	33038	Chr5
ENSG0000000779	5.94887955592197	0.2203	18520	Chr22
ENSG0000000780	-4.066207122357701	0.2662	3939	Chr9
ENSG0000000781	-1.1466313830906432	0.2365	28628	Chr1
ENSG0000000782	12.801972136062984	0.8937	26245	Chr4
ENSG0000000783	2.5838020628372615	0.0013	16891	Chr5
ENSG0000000784	-3.078600268156145	0.5408	38472	Chr23
ENSG0000000785	7.653072969388966	0.6453	51048	Chr22
ENSG0000000786	2.912724264682912	0.4221	15270	Chr3
ENSG0000000787	-3.0556040251343357	0.6788	38975	Chr18
ENSG0000000788	-2.7147342423027303	0.013	25569	Chr3
ENSG0000000789	-0.2878562717023766	0.0444	19827	Chr8
ENSG0000000790	1.2748427139164011	0.9345	58748	Chr21
ENSG0000000791	1.8186666567618994	0.2396	106677	Chr14
ENSG0000000792	-5.829642092741258	0.6565	59940	Chr21
ENSG0000000793	-2.5160225822253484	0.5	117943	Chr4
ENSG0000000794	-0.8761630436840918	0.5861	22299	Chr13
ENSG0000000795	-3.898128185557171	0.9748	46772	Chr13
ENSG0000000796	9.120894318820294	0.334	75209	Chr3
ENSG0000000797	-4.517837759156536	0.944	137897	Chr23
ENSG0000000798	6.7448599406633205	0.8942	17100	Chr7
ENSG0000000799	-3.6716749885493676	0.2939	76783	Chr8
ENSG0000000800	-2.298925674622449	0.1703	45271	Chr9
ENSG0000000801	1.2035395509210027	0.5232	15835	Chr12
ENSG0000000802	-6.424806876090809	0.1996	6709	Chr10
ENSG0000000803	-6.569805969415552	0.5451	14489	Chr22
ENSG0000000804	-1.5792335894229046	0.6768	28599	Chr3
ENSG0000000805	-7.325532113077811	0.8237	84229	Chr7
ENSG0000000806	3.588327914111083	0.3161	20022	Chr12
ENSG0000000807	3.2833979778315463	0.4461	36015	Chr13
ENSG0000000808	4.4048276010828395	0.0885	23310	Chr20
ENSG0000000809	-0.5059543603489166	0.241	19550	Chr7
ENSG0000000810	0.840667711709987	0.2547	52920	Chr14
ENSG0000000811	-4.171917324912401	0.9909	5876	Chr15
ENSG0000000812	1.9881788397914144	0.7178	15452	Chr15
ENSG0000000813	2.8817098453135155	0.2738	1626	Chr16
ENSG0000000814	-1.4641127456147975	0.5982	38947	Chr18
ENSG0000000815	-2.4938208149782866	0.6028	79361	Chr21
ENSG0000000816	-1.2754892471735797	0.1922	68507	Chr7
ENSG0000000817	-4.521472879417759	0.5316	83178	Chr5
ENSG0000000818	-3.57567942231094	0.4007	67467	Chr3
ENSG0000000819	-7.171383525342547	0.6296	64735	Chr6
ENSG0000000820	-2.6682883291075603	0.5248	24023	Chr13
ENSG0000000821	3.3062886238005396	0.9572	81919	Chr11
ENSG0000000822	6.06010999919817	0.2298	6833	Chr5
ENSG0000000823	-2.241042884168186	0.9464	49441	Chr4
ENSG0000000824	0.40247260242300975	0.9963	57676	Chr16
ENSG0000000825	-4.6918468303958765	0.5553	38064	Chr4
ENSG0000000826	-3.035620103154519	0.6578	77045	Chr10
ENSG0000000827	5.6100520595758745	0.9342	5563	Chr8
ENSG0000000828	-3.2145787030653334	0.9861	4393	Chr9
ENSG0000000829	0.359457272517155	0.4524	1394	Chr14
ENSG0000000830	3.3396261670257	0.9602	27775	Chr15
ENSG0000000831	-5.041563708269937	0.3359	22545	Chr11
ENSG0000000832	2.5320905791986243	0.9815	16372	Chr21
ENSG0000000833	5.001777649055993	0.3174	22295	Chr4
ENSG0000000834	-2.800808238757657	0.8522	55650	Chr10
ENSG0000000835	8.415780743077757	0.5069	22323	Chr7
ENSG0000000836	0.5110760541231816	0.8109	3348	Chr8
ENSG0000000837	5.222896462668124	0.3754	82676	Chr12
ENSG0000000838	-0.558839048096036	0.2564	12343	Chr5
ENSG0000000839	-1.4459270359673346	0.6769	44487	Chr14
ENSG0000000840	-2.231458595019011	0.1478	57968	Chr4
ENSG0000000841	2.0598422808900487	0.5068	42021	Chr7
ENSG0000000842	-4.226555838602647	0.2205	98639	Chr1
ENSG0000000843	1.7737416055959867	0.639	55367	Chr9
ENSG0000000844	0.5723113261921632	0.2151	105530	Chr5
ENSG0000000845	4.384291058355677	0.8964	26747	Chr21
ENSG0000000846	3.9674454806607624	0.874	30411	Chr14
ENSG0000000847	-0.04045213357656219	0.1972	131160	Chr21
ENSG0000000848	-4.88553731682925	0.7928	15381	Chr21
ENSG0000000849	8.69398147738473	0.144	63812	Chr15
ENSG0000000850	3.7406765647537017	0.7939	52282	Chr21
ENSG0000000851	6.709522991908531	0.2182	39981	Chr13
ENSG0000000852	3.0936952983563066	0.92	7646	Chr13
ENSG0000000853	3.1203438016648413	0.7526	74109	Chr11
ENSG0000000854	-5.082215839490793	0.55	23418	Chr19
ENSG0000000855	-5.9214884782312485	0.3402	13253	Chr4
ENSG0000000856	-0.10488058481880987	0.17	59130	Chr22
ENSG0000000857	3.305367951236367	0.1752	31393	Chr3
ENSG0000000858	6.346496645493284	0.9046	82218	Chr9
ENSG0000000859	6.758223939655231	0.5804	75815	Chr15
ENSG0000000860	-0.9934304274141931	0.0726	76395	Chr13
